Wort,Count,Lemma,Pos,Number,Case,Gender,VerbForm,Person,Mood,Tense,Degree,PronType,Foreign,Poss,Definite,Reflex
leere,1,leeren,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
schickt,1,schicken,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
zurechtzuweisen,1,zurechtzuweisen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
ertrunken,1,ertrunken,VERB,,,,Inf,,,,,,,,,
haie,1,Haie,PROPN,Sing,Nom,,,,,,,,,,,
bissen,1,bissen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
coolen,1,Coolen,VERB,,,,Inf,,,,,,,,,
stiefel,1,Stiefel,NOUN,Sing,Nom,Masc,,,,,,,,,,
geschweige,1,geschweig,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
versteckt,1,verstecken,VERB,,,,Part,,,,,,,,,
hervor,1,hervor,ADV,,,,,,,,,,,,,
knie,1,Knie,NOUN,Plur,Nom,Neut,,,,,,,,,,
ziele,1,zielen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
umgebracht,1,umbringen,VERB,,,,Part,,,,,,,,,
schnitt,1,schneiden,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
bescheuerte,1,bescheueren,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
erhebt,1,erheben,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
gekratzt,1,kratzen,VERB,,,,Part,,,,,,,,,
todesmal,1,todesmal,ADV,,,,,,,,,,,,,
verpasst,1,verpasst,VERB,,,,Part,,,,,,,,,
auftaucht,1,auftauchen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
effizient,1,effizient,ADV,,,,,,,,Pos,,,,,
vermeidet,1,vermeiden,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
bezaubert,1,bezauberen,VERB,,,,Part,,,,,,,,,
stecke,1,stecken,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
wirkt,1,wirken,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
anziehen,1,anziehen,VERB,,,,Inf,,,,,,,,,
knuddel,1,Knuddel,ADV,,,,,,,,Pos,,,,,
schiffskamerad,1,Schiffskamerad,NOUN,Plur,Nom,Neut,,,,,,,,,,
verwandelt,1,verwandeln,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
vergeben,1,vergeben,VERB,,,,Part,,,,,,,,,
manch,1,mancher,PRON,,,,,,,,,Ind,,,,
handelsschiff,1,Handelsschiff,NOUN,Sing,Nom,Fem,,,,,,,,,,
gejagt,1,jagen,VERB,,,,Part,,,,,,,,,
liegen,1,liegen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
kleid,1,Kleid,NOUN,Sing,Nom,Neut,,,,,,,,,,
singend,1,singend,ADV,,,,,,,,Pos,,,,,
singender,1,Singender,ADJ,Sing,Nom,Masc,,,,,Pos,,,,,
abendkleid,1,Abendkleid,NOUN,Sing,Nom,Neut,,,,,,,,,,
schlimme,1,schlimmen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
faul,1,Faul,ADV,,,,,,,,Pos,,,,,
merken,1,merken,VERB,,,,Inf,,,,,,,,,
angetrieben,1,antreiben,VERB,,,,Part,,,,,,,,,
zeige,1,zeigen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
anker,1,Anker,NOUN,Plur,Nom,Masc,,,,,,,,,,
kompensieren,1,kompensieren,VERB,,,,Inf,,,,,,,,,
bequemes,1,bequemes,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
sofa,1,Sofa,NOUN,Sing,Nom,Neut,,,,,,,,,,
verfolgt,1,verfolgen,VERB,,,,Part,,,,,,,,,
blutegel,1,blutegel,NOUN,Plur,Nom,Masc,,,,,,,,,,
gebissen,1,gebissen,VERB,,,,Part,,,,,,,,,
blute,1,Blut,ADJ,Plur,Nom,Masc,,,,,Pos,,,,,
zoll,1,Zoll,ADV,,,,,,,,Pos,,,,,
solides,1,Solide,PROPN,Sing,Gen,Masc,,,,,,,,,,
holz,1,Holz,NOUN,Sing,Nom,Neut,,,,,,,,,,
bilgewasser,1,bilgewasser,NOUN,Sing,Nom,Masc,,,,,,,,,,
materialisieren,1,materialisieren,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
kristalle,1,kristall,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
magazin,1,Magazin,PROPN,Sing,Nom,Neut,,,,,,,,,,
gelagert,1,lagern,VERB,,,,Part,,,,,,,,,
knochentrocken,1,knochentrocken,VERB,,,,Inf,,,,,,,,,
befehle,1,Befehl,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
beunruhigt,1,beunruhigt,ADV,,,,,,,,Pos,,,,,
scharfes,1,scharfes,ADJ,Sing,Nom,Neut,,,,,Sup,,,,,
laterne,1,Laterne,NOUN,Sing,Nom,Fem,,,,,,,,,,
winter,1,Winter,NOUN,Sing,Nom,Masc,,,,,,,,,,
marine,1,Marine,NOUN,Sing,Nom,Fem,,,,,,,,,,
ehrenwerter,1,ehrenwert,PRON,Plur,Dat,,,,,,,Ind,,,,
schwarze,1,schwarz,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
fleck,1,Fleck,NOUN,Sing,Nom,Masc,,,,,,,,,,
narben,1,narben,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
theorie,1,Theorie,NOUN,Sing,Nom,Fem,,,,,,,,,,
verwundeten,1,verwundet,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
tier,1,Tier,NOUN,Sing,Nom,Neut,,,,,,,,,,
zweitklassig,1,zweitklassig,ADV,,,,,,,,Pos,,,,,
schramme,1,Schramme,NOUN,Sing,Nom,Fem,,,,,,,,,,
wegsegeln,1,wegsegeln,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
game,1,gam,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
zug,1,Zug,NOUN,Sing,Nom,Masc,,,,,,,,,,
gegangen,1,gehen,VERB,,,,Part,,,,,,,,,
lippen,1,Lippe,NOUN,Plur,Nom,Fem,,,,,,,,,,
kochtopf,1,Kochtopf,NOUN,Sing,Nom,Masc,,,,,,,,,,
reibend,1,reibend,ADV,,,,,,,,Pos,,,,,
denk,1,denk,ADV,,,,,,,,Pos,,,,,
juckt,1,jucken,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
kratzen,1,kratzen,VERB,,,,Inf,,,,,,,,,
abtreten,1,abtreten,VERB,,,,Inf,,,,,,,,,
schlimmere,1,schlimmeren,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
arten,1,Art,NOUN,Plur,Nom,Fem,,,,,,,,,,
vernascht,1,vernaschen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
losen,1,Los,NOUN,Plur,Nom,Masc,,,,,,,,,,
puh,1,puh,X,,,,,,,,,,,,,
unterbreche,1,unterbrech,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
badezimmer,1,Badezimmer,ADV,,,,,,,,Cmp,,,,,
weich,1,weich,ADV,,,,,,,,Pos,,,,,
hochentwickelt,1,hochentwickeln,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
summ,1,summ,ADV,,,,,,,,Pos,,,,,
peng,1,Peng,PROPN,Sing,Nom,Masc,,,,,,,,,,
technisch,1,technisch,ADV,,,,,,,,Pos,,,,,
steuert,1,steuern,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
fernrohr,1,Fernrohr,NOUN,Sing,Nom,Neut,,,,,,,,,,
astrolabium,1,Astrolabium,NOUN,Sing,Nom,Neut,,,,,,,,,,
befahl,1,Befahl,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
marineoffizier,1,Marineoffizier,NOUN,Plur,Nom,Neut,,,,,,,,,,
schwarzen,1,schwarzen,VERB,,,,Inf,,,,,,,,,
jolly,1,Jolly,PROPN,Sing,Nom,Masc,,,,,,,,,,
roger,1,Roger,ADJ,Sing,Nom,Masc,,,,,Pos,,,,,
verruchter,1,Verruchter,ADJ,Sing,Nom,Masc,,,,,Pos,,,,,
tausend,1,tausend,NUM,,,,,,,,,,,,,
unschuldige,1,unschuldig,ADJ,Plur,Nom,Fem,,,,,Pos,,,,,
profis,1,Profi,PROPN,Sing,Nom,Masc,,,,,,,,,,
reaktion,1,Reaktion,NOUN,Sing,Nom,Fem,,,,,,,,,,
offenbar,1,offenbar,ADV,,,,,,,,Pos,,,,,
haha,1,haha,PROPN,Sing,Nom,,,,,,,,,,,
schrott,1,Schrott,NOUN,Sing,Nom,Masc,,,,,,,,,,
treffe,1,treffen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
ruderboot,1,Ruderboot,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
posten,1,posen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
albere,1,alb,ADJ,Sing,Nom,Fem,,,,,Cmp,,,,,
lump,1,lump,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
entermesser,1,entermess,NOUN,Plur,Nom,Neut,,,,,,,,,,
einklinken,1,einklinken,VERB,,,,Inf,,,,,,,,,
erkennen,1,erkennen,VERB,,,,Inf,,,,,,,,,
grummelt,1,grummelt,VERB,,,,Part,,,,,,,,,
existiert,1,existieren,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
einzuklinken,1,einzuklinken,NOUN,Sing,Nom,Neut,,,,,,,,,,
club,1,Club,NOUN,Sing,Nom,Masc,,,,,,,,,,
shirts,1,shirts,ADV,,,,,,,,,,,,,
wicht,1,Wicht,ADV,,,,,,,,Pos,,,,,
speisekarte,1,speisekarn,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
rausgehen,1,rausgeh,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
affe,1,affe,NOUN,Plur,Nom,Masc,,,,,,,,,,
verstimmt,1,verstimmen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
wutanfall,1,Wutanfall,NOUN,Sing,Nom,Masc,,,,,,,,,,
parametrischen,1,parametrischen,VERB,,,,Inf,,,,,,,,,
klemmen,1,klemmen,VERB,,,,Inf,,,,,,,,,
orthogonale,1,orthogonal,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
vektor,1,Vektor,NOUN,Sing,Nom,Masc,,,,,,,,,,
ideen,1,Idee,NOUN,Plur,Nom,Fem,,,,,,,,,,
streicheln,1,streicheln,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
vorzusingen,1,vorzusingen,VERB,,,,Inf,,,,,,,,,
rauszukommen,1,rauszukommen,VERB,,,,Inf,,,,,,,,,
meuterei,1,Meuterei,NOUN,Sing,Nom,Fem,,,,,,,,,,
meuterischer,1,Meuterischer,NOUN,Sing,Nom,Masc,,,,,,,,,,
schnappt,1,schnappen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
erwischen,1,erwischen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
geirrt,1,irren,VERB,,,,Part,,,,,,,,,
schweben,1,schweben,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
passierte,1,Passiert,NOUN,Plur,Nom,Masc,,,,,,,,,,
egel,1,Egel,PROPN,Sing,Nom,,,,,,,,,,,
sprang,1,springen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
ruhiges,1,ruhig,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
natur,1,Natur,NOUN,Sing,Nom,Fem,,,,,,,,,,
sirenen,1,Sirene,NOUN,Plur,Nom,Fem,,,,,,,,,,
meinten,1,meinen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
besitzen,1,besitzen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
poliertes,1,poliertes,ADJ,Sing,Nom,Neut,,,,,Sup,,,,,
metall,1,Metall,NOUN,Sing,Nom,Neut,,,,,,,,,,
silber,1,Silber,NOUN,Sing,Nom,Neut,,,,,,,,,,
glas,1,Glas,NOUN,Sing,Nom,Neut,,,,,,,,,,
allem,1,alle,PRON,Sing,Dat,Neut,,,,,,Ind,,,,
entspringen,1,entspringen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
betrachten,1,betrachten,VERB,,,,Inf,,,,,,,,,
eingeschnappte,1,eingeschnappen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
schlimmer,1,schlimm,ADV,,,,,,,,Cmp,,,,,
wegzupacken,1,wegzupacken,VERB,,,,Inf,,,,,,,,,
packen,1,packen,VERB,,,,Inf,,,,,,,,,
indischen,1,indisch,ADJ,Plur,Nom,Masc,,,,,Pos,,,,,
moguls,1,Mogul,PROPN,Sing,Nom,,,,,,,,,,,
krone,1,Krone,NOUN,Sing,Nom,Fem,,,,,,,,,,
vorratskammer,1,vorratskamme,ADV,,,,,,,,Cmp,,,,,
abwarten,1,abwarten,VERB,,,,Inf,,,,,,,,,
dynamischster,1,dynamischster,NOUN,Plur,Nom,Masc,,,,,,,,,,
abgeschleppt,1,abschleppen,VERB,,,,Part,,,,,,,,,
festsitzen,1,festsitzen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
zunimmt,1,zunehmen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
vermisst,1,vermisst,VERB,,,,Part,,,,,,,,,
versprochen,1,versprechen,VERB,,,,Part,,,,,,,,,
verspracht,1,versprachen,VERB,,,,Part,,,,,,,,,
glaubte,1,glauben,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
stern,1,Stern,NOUN,Sing,Nom,Masc,,,,,,,,,,
hundsstern,1,hundsstern,VERB,,,,Inf,,,,,,,,,
sirius,1,Sirius,PROPN,Sing,Nom,,,,,,,,,,,
doppelsternsystem,1,doppelsternsystem,ADJ,Sing,Nom,Neut,,,,,Sup,,,,,
navigieren,1,navigieren,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
gereist,1,reisen,VERB,,,,Part,,,,,,,,,
einsam,1,einsam,ADV,,,,,,,,Pos,,,,,
henry,1,Henry,PROPN,Sing,Nom,Masc,,,,,,,,,,
angesehener,1,Angesehener,NOUN,Plur,Nom,Masc,,,,,,,,,,
seeoffizier,1,Seeoffizier,PROPN,Sing,Nom,Fem,,,,,,,,,,
daheim,1,daheim,ADV,,,,,,,,,,,,,
ozeane,1,Ozean,PROPN,Sing,Nom,Fem,,,,,,,,,,
bande,1,bande,NOUN,Sing,Nom,Fem,,,,,,,,,,
gaunern,1,Gauner,NOUN,Sing,Nom,Neut,,,,,,,,,,
kurs,1,Kurs,NOUN,Sing,Nom,Masc,,,,,,,,,,
blickten,1,blicken,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
jahrhunderte,1,jahrhundern,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
gewusst,1,Gewusst,PROPN,Sing,Nom,Neut,,,,,,,,,,
wenigsten,1,wenigster,PRON,Plur,Dat,Masc,,,,,,Ind,,,,
bemannt,1,bemannen,VERB,,,,Part,,,,,,,,,
takelage,1,Takelage,NOUN,Sing,Nom,Fem,,,,,,,,,,
hunde,1,hunde,NOUN,Plur,Nom,Masc,,,,,,,,,,
ran,1,ran,X,,,,,,,,,,,,,
befestigt,1,befestigen,VERB,,,,Part,,,,,,,,,
gordings,1,Gording,PROPN,Sing,Nom,,,,,,,,,,,
lockeren,1,lockeren,VERB,,,,Inf,,,,,,,,,
schothornseilen,1,Schothornseile,NOUN,Plur,Nom,Fem,,,,,,,,,,
hievt,1,hievt,X,,,,,,,,,,Yes,,,
up,1,up,X,,,,,,,,,,Yes,,,
offiziersposten,1,offiziersposen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
opfern,1,opfern,VERB,,,,Inf,,,,,,,,,
springe,1,Springe,NOUN,Sing,Nom,Fem,,,,,,,,,,
springst,1,Springst,NOUN,Sing,Nom,Fem,,,,,,,,,,
ertrinkst,1,ertrinksen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
ertrinkt,1,ertrinkt,VERB,,,,Part,,,,,,,,,
pulverisieren,1,pulverisieren,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
vernunft,1,Vernunft,NOUN,Sing,Nom,Fem,,,,,,,,,,
appellieren,1,appellieren,VERB,,,,Inf,,,,,,,,,
fangen,1,fangen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
piksen,1,piksen,VERB,,,,Inf,,,,,,,,,
geisterschiff,1,Geisterschiff,NOUN,Sing,Nom,Neut,,,,,,,,,,
raumschiff,1,Raumschiff,NOUN,Sing,Nom,Neut,,,,,,,,,,
temporalen,1,Temporalen,NOUN,Sing,Nom,Neut,,,,,,,,,,
universen,1,univeersen,VERB,,,,Part,,,,,,,,,
ineinander,1,ineinander,ADV,,,,,,,,,,,,,
verschachtelt,1,verschachteln,VERB,,,,Part,,,,,,,,,
kollidieren,1,kollidieren,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
tore,1,Tor,NOUN,Plur,Nom,Neut,,,,,,,,,,
illusion,1,Illusion,NOUN,Sing,Nom,Fem,,,,,,,,,,
zweites,1,zweiter,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
angestarrt,1,anstarren,VERB,,,,Part,,,,,,,,,
sitzt,1,sitzen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
grog,1,Grog,PROPN,Sing,Nom,,,,,,,,,,,
ausging,1,ausgehen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
dasselbe,1,dasselbe,PRON,Sing,Nom,Neut,,,,,,Dem,,,,
blinder,1,blind,NOUN,Plur,Nom,Neut,,,,,,,,,,
passagier,1,Passagier,NOUN,Sing,Nom,Masc,,,,,,,,,,
menschenspezifische,1,menschenspezifisch,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
bakterien,1,Bakterie,VERB,,,,Inf,,,,,,,,,
virus,1,Virus,NOUN,Sing,Nom,Neut,,,,,,,,,,
gelangte,1,gelangen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
impfungen,1,impfung,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
schnodder,1,Schnodder,PROPN,Sing,Nom,Masc,,,,,,,,,,
rotze,1,rotzen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
gesamte,1,gesamt,ADJ,Plur,Nom,Masc,,,,,Pos,,,,,
kraft,1,Kraft,ADP,,,,,,,,,,,,,
gewebeprobe,1,Gewebeprobe,NOUN,Sing,Nom,Fem,,,,,,,,,,
proben,1,proben,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
aufzurichten,1,aufzurichten,NOUN,Plur,Nom,Masc,,,,,,,,,,
versetzt,1,versetzen,VERB,,,,Part,,,,,,,,,
stase,1,stase,NOUN,Sing,Nom,Fem,,,,,,,,,,
brennen,1,brennen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
sterilisiert,1,sterilisiern,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
keime,1,keime,NOUN,Plur,Nom,Masc,,,,,,,,,,
eingeschleppt,1,eingeschleppen,VERB,,,,Part,,,,,,,,,
misch,1,misch,ADV,,,,,,,,Pos,,,,,
gewebeproben,1,webeproben,VERB,,,,Part,,,,,,,,,
apparaturen,1,apparaturen,VERB,,,,Inf,,,,,,,,,
sterile,1,sterilen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
automatisierte,1,automatisieren,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
teleportiert,1,teleportieren,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
besatzung,1,Besatzung,NOUN,Sing,Nom,Fem,,,,,,,,,,
betreut,1,betreuen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
idle,1,ideln,X,,,,,,,,,,Yes,,,
zustand,1,Zustand,NOUN,Sing,Nom,Fem,,,,,,,,,,
befindet,1,befinden,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
virtuelle,1,virtuell,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
sterilisieren,1,sterilisieren,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
abzufackeln,1,abfackeln,VERB,,,,Inf,,,,,,,,,
interface,1,Interface,PROPN,Sing,Nom,,,,,,,,,,,
vielgestaltiges,1,vielgestaltig,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
schaltschema,1,Schaltschema,NOUN,Sing,Nom,Neut,,,,,,,,,,
arzt,1,Arzt,NOUN,Sing,Nom,Masc,,,,,,,,,,
schwester,1,Schwester,NOUN,Sing,Nom,Fem,,,,,,,,,,
mitnehmen,1,mitnehmen,VERB,,,,Inf,,,,,,,,,
anfassen,1,anfassen,VERB,,,,Inf,,,,,,,,,
virtuell,1,virtuell,ADV,,,,,,,,Pos,,,,,
hochentwickelten,1,Hochentwickelt,VERB,,,,Inf,,,,,,,,,
einprogrammiert,1,einprogrammieren,VERB,,,,Part,,,,,,,,,
ehemanns,1,Ehemann,PROPN,Sing,Gen,,,,,,,,,,,
verantwortung,1,Verantwortung,NOUN,Sing,Nom,Fem,,,,,,,,,,
schalte,1,schaln,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
hierlassen,1,hierlassen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
krankenhaus,1,krankenhaus,ADV,,,,,,,,,,,,,
aufstehe,1,aufstehen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
mitkomme,1,mitkommen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
schwelle,1,schwelle,NOUN,Sing,Nom,Fem,,,,,,,,,,
todes,1,tod,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
rettest,1,Rettest,PROPN,Sing,Nom,,,,,,,,,,,
wiederbeleben,1,wiederbeleben,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
filmen,1,filmen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
hlw,1,hlw,PROPN,Sing,Nom,Neut,,,,,,,,,,
kuss,1,kuss,PROPN,Sing,Nom,Masc,,,,,,,,,,
film,1,Film,NOUN,Sing,Nom,Masc,,,,,,,,,,
aufwachst,1,aufwachst,VERB,,,,Part,,,,,,,,,
land,1,Land,NOUN,Sing,Nom,Neut,,,,,,,,,,
typhus,1,typhus,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
heimkehrt,1,heimkehrt,VERB,,,,Part,,,,,,,,,
zuhause,1,zuhause,ADV,,,,,,,,,,,,,
steuern,1,Steuer,NOUN,Plur,Nom,Fem,,,,,,,,,,
versaust,1,Versaust,NOUN,Sing,Nom,Masc,,,,,,,,,,
piratin,1,Piratin,NOUN,Sing,Nom,Fem,,,,,,,,,,
sachte,1,sachen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
tiger,1,Tiger,NOUN,Sing,Nom,Masc,,,,,,,,,,
deinetwegen,1,deinetwegen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
beruht,1,beruhen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
gegenseitigkeit,1,Gegenseitigkeit,NOUN,Sing,Nom,Fem,,,,,,,,,,
kinderzimmer,1,kinderzimm,ADV,,,,,,,,Cmp,,,,,
statt,1,statt,ADP,,,,,,,,,,,,,
wehtun,1,wehtun,ADV,,,,,,,,,,,,,
entfernen,1,entfernen,VERB,,,,Inf,,,,,,,,,
entdeckten,1,entdecken,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
roboter,1,robot,ADV,,,,,,,,Cmp,,,,,
anzubringen,1,anbringen,VERB,,,,Part,,,,,,,,,
warnlichter,1,Warnlichter,ADV,,,,,,,,Cmp,,,,,
geklopft,1,klopfen,VERB,,,,Part,,,,,,,,,
tiefen,1,tiefen,VERB,,,,Inf,,,,,,,,,
klopft,1,klopfen,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
umgeben,1,umgeben,VERB,,,,Part,,,,,,,,,
psycho,1,Psycho,PROPN,Sing,Nom,,,,,,,,,,,
korsaren,1,korsaren,VERB,,,,Inf,,,,,,,,,
fantastischer,1,fantastisch,ADV,,,,,,,,Cmp,,,,,
regeneration,1,Regeneration,NOUN,Sing,Nom,Fem,,,,,,,,,,
paarmal,1,paarmal,ADV,,,,,,,,Pos,,,,,
verbrenne,1,Verbrenne,NOUN,Sing,Nom,Fem,,,,,,,,,,
schmackes,1,schmack,NOUN,Sing,Nom,Neut,,,,,,,,,,
sayonara,1,sayonara,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
squashplatz,1,Squashplatz,NOUN,Sing,Nom,Masc,,,,,,,,,,
passieren,1,passieren,VERB,,,,Inf,,,,,,,,,
klemme,1,klemmen,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
patsche,1,patsch,ADJ,Sing,Nom,Fem,,,,,Pos,,,,,
notlage,1,Notlage,NOUN,Sing,Nom,Fem,,,,,,,,,,
seifenblase,1,seifenblase,X,,,,,,,,,,Yes,,,
winzig,1,winzig,ADV,,,,,,,,Pos,,,,,
blasen,1,blasen,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
entleert,1,entleern,VERB,,,,Part,,,,,,,,,
auftanken,1,auftanken,VERB,,,,Inf,,,,,,,,,
gravitation,1,Gravitation,NOUN,Sing,Nom,Fem,,,,,,,,,,
atembar,1,atembar,ADV,,,,,,,,Pos,,,,,
eingesogen,1,Eingesog,VERB,Plur,,,Fin,3,Ind,Past,,,,,,
hineingefallen,1,hineingefallen,VERB,,,,Inf,,,,,,,,,
begebt,1,begeben,VERB,Sing,,,Fin,3,Ind,Pres,,,,,,
deckung,1,Deckung,NOUN,Sing,Nom,Fem,,,,,,,,,,
fremde,1,fremd,ADJ,Plur,Nom,Masc,,,,,Pos,,,,,
stiehlst,1,stiehlen,VERB,Sing,,,Fin,1,Ind,Pres,,,,,,
neben,1,neben,ADP,,,,,,,,,,,,,
jedermanns,1,Jedermann,PROPN,Sing,Gen,,,,,,,,,,,
onkel,1,Onkel,NOUN,Sing,Nom,Masc,,,,,,,,,,
sieger,1,Sieger,NOUN,Sing,Nom,Masc,,,,,,,,,,
zunge,1,Zunge,NOUN,Sing,Nom,Fem,,,,,,,,,,
eingefallen,1,eingefall,VERB,,,,Part,,,,,,,,,
urkomisch,1,urkomisch,ADV,,,,,,,,Pos,,,,,
regen,1,rege,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
ausruhen,1,ausruhen,VERB,,,,Inf,,,,,,,,,
ausschalter,1,Ausschalter,NOUN,Sing,Nom,Masc,,,,,,,,,,
irgendwohin,1,irgendwohin,ADV,,,,,,,,,,,,,
oods,1,Oods,PROPN,Sing,Nom,Masc,,,,,,,,,,
frequenz,1,Frequenz,NOUN,Sing,Nom,Fem,,,,,,,,,,
herkam,1,herkommen,VERB,Sing,,,Fin,3,Ind,Past,,,,,,
botschaft,1,Botschaft,NOUN,Sing,Nom,Fem,,,,,,,,,,
hohen,1,hoch,ADJ,Sing,Gen,Masc,,,,,Pos,,,,,
rat,1,--,X,,,,,,,,,,,,,
gallifry,1,Gallifry,ADV,,,,,,,,Pos,,,,,
felsartigen,1,felsartigen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
anderswo,1,anderswo,ADV,,,,,,,,,,,,,
niemanden,1,niemand,PRON,Sing,Acc,Masc,,,,,,Ind,,,,
liebend,1,liebend,ADV,,,,,,,,Pos,,,,,
trauriges,1,traurig,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
wandeln,1,wandeln,VERB,,,,Inf,,,,,,,,,
riechen,1,riechen,VERB,Plur,,,Fin,3,Ind,Pres,,,,,,
seeigel,1,Seeigel,PROPN,Sing,Nom,Masc,,,,,,,,,,
weiches,1,weich,ADJ,Sing,Nom,Neut,,,,,Pos,,,,,
repariere,1,reparieren,VERB,Sing,,,Fin,3,Sub,Pres,,,,,,
letzter,1,letzter,ADJ,Sing,Nom,Masc,,,,,Pos,,,,,
